Order_ID,Order_Date,SKU,Product_Name,Customer_Region,Warehouse_ID,Quantity_Sold,Unit_Price,Unit_Cost,Order_Status
SO-500232,2025-08-30,SKU-1017,Label Roll Thermal,Bali & Nusa Tenggara,WH-SBY,245.0,291.85,190.85,Delivered
SO-500011,2025-09-17,SKU-1018,Strapping Band Pp,Kalimantan,WH-SMG,214.0,74.14,50.93,Delivered
SO-500475,2025-11-20,SKU-1034,Pressure Valve 1/2In,Kalimantan,WH-SMG,217.0,56.49,39.97,Delivered
SO-500106,2025-12-04,SKU-1035,Led Driver 12V,Bali & Nusa Tenggara,WH-MDN,81.0,24.69,15.71,Delivered
SO-500525,2025-08-26,SKU-1014,Carton Tape 48Mm,Sulawesi,WH-SMG,257.0,218.82,149.71,Returned
SO-500511,2025-09-22,SKU-1031,Lithium Battery Cell 18650,Central Java,WH-SMG,195.0,426.33,242.3,Delivered
SO-500480,2025-05-26,SKU-1019,Cordless Drill 18V,Sulawesi,WH-SMG,300.0,372.99,245.59,Delivered
SO-500050,2025-12-05,SKU-1025,Air Purifier Hepa,West Java,WH-SMG,264.0,298.8,212.95,Delivered
SO-500233,2025-02-10,SKU-1000,Steel Coil 2Mm,East Java,WH-JKT,115.0,10.82,7.72,Delivered
SO-500223,2025-04-10,SKU-1028,Ball Bearing 6205,Kalimantan,WH-SMG,297.0,145.89,101.55,Returned
SO-500155,2025-05-02,SKU-1021,Led Desk Lamp,East Java,WH-MKS,13.0,409.19,309.85,Delivered
SO-500514,2025-11-18,SKU-1034,Pressure Valve 1/2In,Sumatra,WH-JKT,238.0,56.49,39.97,Delivered
SO-500390,2025-01-31,SKU-1022,Stainless Steel Bottle 1L,Kalimantan,WH-MKS,252.0,243.11,177.91,Delivered
SO-500387,2025-09-26,SKU-1003,Cotton Yarn,Bali & Nusa Tenggara,WH-JKT,0.0,254.26,190.06,Cancelled
SO-500628,2025-05-10,SKU-1027,Standing Desk Converter,Sumatra,WH-SBY,159.0,268.34,178.08,Delivered
SO-500317,2025-07-14,SKU-1032,Motor Bracket Assembly,Bali & Nusa Tenggara,WH-MDN,0.0,377.86,216.37,Cancelled
SO-500382,2025-08-02,SKU-1035,Led Driver 12V,Central Java,WH-SMG,105.0,24.69,15.71,Delivered
SO-500538,2025-04-17,SKU-1021,Led Desk Lamp,East Java,WH-MDN,242.0,409.19,309.85,Delivered
SO-500555,2025-01-14,SKU-1011,Corrugated Box Large,Sulawesi,WH-SMG,117.0,92.93,68.03,Delivered
SO-500322,2025-04-26,SKU-1031,Lithium Battery Cell 18650,West Java,WH-SBY,56.0,426.33,242.3,Delivered
SO-500385,2025-09-09,SKU-1039,Safety Gloves Nitrile,Central Java,WH-MDN,185.0,89.25,67.51,Delivered
SO-500219,2025-01-20,SKU-1031,Lithium Battery Cell 18650,Bali & Nusa Tenggara,WH-SMG,72.0,426.33,242.3,Delivered
SO-500330,2025-05-26,SKU-1020,Office Chair Ergonomic,Kalimantan,WH-MDN,283.0,64.64,37.3,Delivered
SO-500421,2025-05-09,SKU-1022,Stainless Steel Bottle 1L,Kalimantan,WH-SBY,258.0,243.11,177.91,Delivered
SO-500460,2025-10-15,SKU-1023,Bluetooth Speaker Mini,Kalimantan,WH-MKS,258.0,273.05,168.61,Delivered
SO-500624,2025-11-30,SKU-1016,Foam Insert Sheet,Sulawesi,WH-MDN,15.0,99.51,74.43,Delivered
SO-500299,2025-03-15,SKU-1022,Stainless Steel Bottle 1L,Sulawesi,WH-SBY,265.0,243.11,177.91,Delivered
SO-500099,2025-05-03,SKU-1036,Rubber Gasket Set,East Java,WH-SBY,287.0,28.95,21.41,Delivered
SO-500504,2025-12-31,SKU-1038,Industrial Lubricant 20L,Bali & Nusa Tenggara,WH-MKS,217.0,257.33,164.86,Delivered
SO-500365,2025-04-24,SKU-1031,Lithium Battery Cell 18650,East Java,WH-MDN,145.0,426.33,242.3,Delivered
SO-500055,2025-05-23,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,242.0,282.47,182.84,Delivered
SO-500419,2025-06-04,SKU-1016,Foam Insert Sheet,Sumatra,WH-SMG,79.0,99.51,74.43,Delivered
SO-500563,2025-04-30,SKU-1003,Cotton Yarn,Central Java,WH-MKS,15.0,254.26,190.06,Delivered
SO-500093,2025-12-06,SKU-1017,Label Roll Thermal,Bali & Nusa Tenggara,WH-MDN,286.0,291.85,190.85,Delivered
SO-500517,2025-01-02,SKU-1030,Circuit Board Rev C,Bali & Nusa Tenggara,WH-JKT,11.0,348.1,202.29,Delivered
SO-500204,2025-01-22,SKU-1044,Conveyor Belt Roller,Bali & Nusa Tenggara,WH-MDN,297.0,83.28,52.09,Delivered
SO-500570,2025-07-02,SKU-1037,Timing Belt 120T,Kalimantan,WH-SBY,94.0,54.43,31.29,Delivered
SO-500521,2025-09-15,SKU-1007,Rubber Compound,Central Java,WH-JKT,119.0,316.36,216.82,Delivered
SO-500236,2025-08-23,SKU-1037,Timing Belt 120T,West Java,WH-JKT,260.0,54.43,31.29,Delivered
SO-500613,2025-04-07,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,213.0,282.47,182.84,Delivered
SO-500052,2025-08-24,SKU-1038,Industrial Lubricant 20L,Sumatra,WH-SBY,95.0,257.33,164.86,Delivered
SO-500080,2025-05-30,SKU-1028,Ball Bearing 6205,Central Java,WH-JKT,152.0,145.89,101.55,Delivered
SO-500289,2025-08-03,SKU-1037,Timing Belt 120T,Bali & Nusa Tenggara,WH-SBY,86.0,54.43,31.29,Delivered
SO-500132,2025-03-09,SKU-1022,Stainless Steel Bottle 1L,East Java,WH-JKT,218.5,243.11,177.91,Delivered
SO-500208,2025-09-25,SKU-1031,Lithium Battery Cell 18650,Central Java,WH-MKS,191.0,426.33,242.3,Delivered
SO-500554,2025-06-26,SKU-1029,Hydraulic Pump Seal,Sulawesi,WH-MKS,169.0,49.09,36.34,Delivered
SO-500568,2025-03-11,SKU-1019,Cordless Drill 18V,Kalimantan,WH-SBY,228.0,372.99,245.59,Delivered
SO-500282,2025-10-07,SKU-1038,Industrial Lubricant 20L,Kalimantan,WH-SMG,159.0,257.33,164.86,Delivered
SO-500442,2025-09-24,SKU-1013,Pallet Wood Standard,East Java,WH-MDN,248.0,224.95,135.44,Delivered
SO-500111,2025-06-19,SKU-1035,Led Driver 12V,Bali & Nusa Tenggara,WH-JKT,230.0,24.69,15.71,Delivered
SO-500503,2025-01-21,SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-JKT,208.0,224.95,135.44,Delivered
SO-500279,2025-11-06,SKU-1043,Machine Coolant 5L,Bali & Nusa Tenggara,WH-SMG,293.0,39.5,30.18,Delivered
SO-500313,2025-12-15,SKU-1041,Cutting Tool Insert,Sulawesi,WH-SMG,252.0,49.63,34.42,Delivered
SO-500414,2025-04-06,SKU-1005,Polyethylene Pellets,Sumatra,WH-MDN,290.0,282.47,182.84,Delivered
SO-500415,2025-02-22,SKU-1024,Electric Kettle 1.7L,West Java,WH-JKT,186.0,67.61,42.33,Delivered
SO-500221,2025-07-30,SKU-1002,Pvc Resin,Kalimantan,WH-SMG,0.0,81.83,50.91,Cancelled
SO-500539,2025-02-16,SKU-1007,Rubber Compound,Bali & Nusa Tenggara,WH-SBY,160.0,316.36,216.82,Delivered
SO-500162,2025-11-02,SKU-1023,Bluetooth Speaker Mini,East Java,WH-MKS,237.0,273.05,168.61,Delivered
SO-500496,2025-02-13,SKU-1039,Safety Gloves Nitrile,Sulawesi,WH-SBY,150.0,89.25,67.51,Delivered
SO-500340,2025-06-01,SKU-1038,Industrial Lubricant 20L,Sulawesi,WH-SMG,118.0,257.33,164.86,Delivered
SO-500287,2025-06-13,SKU-1006,Stainless Steel Rod,Sumatra,WH-SBY,67.0,63.49,49.28,Delivered
SO-500215,2025-12-17,SKU-1044,Conveyor Belt Roller,West Java,WH-MKS,221.0,83.28,52.09,Delivered
SO-500107,2025-06-26,SKU-1028,Ball Bearing 6205,Sulawesi,WH-SMG,283.0,145.89,101.55,Delivered
SO-500498,2025-07-20,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SMG,32.0,174.97,99.81,Delivered
SO-500499,2025-09-11,SKU-1014,Carton Tape 48Mm,West Java,WH-MDN,128.0,218.82,149.71,Delivered
SO-500572,2025-10-21,SKU-1042,Hydraulic Oil Iso 46,Bali & Nusa Tenggara,WH-MDN,295.0,170.97,110.39,Delivered
SO-500314,2025-05-23,SKU-1014,Carton Tape 48Mm,East Java,WH-MKS,0.0,218.82,149.71,Cancelled
SO-500637,2025-07-03,SKU-1040,Air Filter Cartridge,East Java,WH-MKS,92.0,207.59,115.38,Delivered
SO-500432,2025-09-03,SKU-1036,Rubber Gasket Set,Sumatra,WH-MKS,195.5,28.95,21.41,Delivered
SO-500619,2025-07-23,SKU-1030,Circuit Board Rev C,Kalimantan,WH-JKT,20.0,348.1,202.29,Delivered
SO-500450,2025-04-06,SKU-1032,Motor Bracket Assembly,East Java,WH-SMG,105.0,377.86,216.37,Delivered
SO-500434,2025-11-01,SKU-1032,Motor Bracket Assembly,West Java,WH-JKT,132.0,377.86,216.37,Delivered
SO-500485,2025-12-07,SKU-1022,Stainless Steel Bottle 1L,West Java,WH-SBY,207.0,243.11,177.91,Delivered
SO-500645,2025-08-23,SKU-1034,Pressure Valve 1/2In,East Java,WH-SBY,97.0,56.49,39.97,Delivered
SO-500607,2025-11-08,SKU-1034,Pressure Valve 1/2In,West Java,WH-MDN,93.0,56.49,39.97,Delivered
SO-500023,2025-08-22,SKU-1007,Rubber Compound,Bali & Nusa Tenggara,WH-SBY,242.0,316.36,216.82,Delivered
SO-500172,2025-06-29,SKU-1006,Stainless Steel Rod,East Java,WH-MKS,63.0,63.49,49.28,Delivered
SO-500476,2025-11-21,SKU-1004,Copper Wire Roll,Sumatra,WH-JKT,268.0,39.25,26.9,Delivered
SO-500395,2025-07-01,SKU-1015,Poly Mailer Bag,Bali & Nusa Tenggara,WH-SMG,208.0,223.93,170.55,Delivered
SO-500150,2025-01-11,SKU-1036,Rubber Gasket Set,Bali & Nusa Tenggara,WH-JKT,175.0,28.95,21.41,Delivered
SO-500087,2025-08-10,SKU-1002,Pvc Resin,Sulawesi,WH-SMG,133.0,81.83,50.91,Delivered
SO-500588,2025-11-17,SKU-1040,Air Filter Cartridge,Sumatra,WH-MKS,107.0,207.59,115.38,Delivered
SO-500258,2025-05-01,SKU-1004,Copper Wire Roll,East Java,WH-SMG,0.0,39.25,26.9,Cancelled
SO-500612,2025-08-15,SKU-1044,Conveyor Belt Roller,East Java,WH-SMG,218.0,83.28,52.09,Delivered
SO-500234,2025-11-08,SKU-1033,Gear Set Helical,Sumatra,WH-MKS,61.0,389.75,231.74,Delivered
SO-500547,2025-06-19,SKU-1005,Polyethylene Pellets,West Java,WH-JKT,241.0,282.47,182.84,Delivered
SO-500048,2025-11-18,SKU-1042,Hydraulic Oil Iso 46,West Java,WH-SBY,159.0,170.97,110.39,Delivered
SO-500124,2025-10-28,SKU-1021,Led Desk Lamp,Kalimantan,WH-SMG,222.0,409.19,309.85,Delivered
SO-500417,2025-07-18,SKU-1024,Electric Kettle 1.7L,Kalimantan,WH-JKT,291.0,67.61,42.33,Delivered
SO-500347,2025-02-16,SKU-1029,Hydraulic Pump Seal,Sumatra,WH-MKS,33.0,49.09,36.34,Delivered
SO-500630,2025-07-11,SKU-1040,Air Filter Cartridge,Kalimantan,WH-MKS,149.0,207.59,115.38,Delivered
SO-500548,2025-08-10,SKU-1034,Pressure Valve 1/2In,Sumatra,WH-MDN,20.0,56.49,39.97,Delivered
SO-500373,2025-04-08,SKU-1043,Machine Coolant 5L,East Java,WH-JKT,198.0,39.5,30.18,Delivered
SO-500577,2025-01-01,SKU-1006,Stainless Steel Rod,Sumatra,WH-JKT,229.0,63.49,49.28,Delivered
SO-500332,2025-03-25,SKU-1020,Office Chair Ergonomic,Kalimantan,WH-MDN,136.0,64.64,37.3,Delivered
SO-500129,2025-04-28,SKU-1017,Label Roll Thermal,Bali & Nusa Tenggara,WH-MKS,185.0,291.85,190.85,Delivered
SO-500622,2025-02-16,SKU-1042,Hydraulic Oil Iso 46,West Java,WH-SMG,202.0,170.97,110.39,Delivered
SO-500416,2025-11-03,SKU-1036,Rubber Gasket Set,Bali & Nusa Tenggara,WH-SMG,202.0,28.95,21.41,Delivered
SO-500316,2025-10-14,SKU-1021,Led Desk Lamp,East Java,WH-SMG,67.0,409.19,309.85,Delivered
SO-500220,2025-03-25,SKU-1009,Timber Plank Oak,Bali & Nusa Tenggara,WH-SBY,89.0,244.78,182.69,Delivered
SO-500513,2025-05-20,SKU-1025,Air Purifier Hepa,West Java,WH-MKS,139.0,298.8,212.95,Delivered
SO-500433,2025-08-03,SKU-1042,Hydraulic Oil Iso 46,West Java,WH-MKS,189.0,170.97,110.39,Delivered
SO-500458,2025-05-28,SKU-1029,Hydraulic Pump Seal,Central Java,WH-SBY,166.0,49.09,36.34,Delivered
SO-500618,2025-12-27,SKU-1022,Stainless Steel Bottle 1L,East Java,WH-SBY,193.0,243.11,177.91,Delivered
SO-500376,2025-03-02,SKU-1044,Conveyor Belt Roller,Central Java,WH-MDN,109.0,83.28,52.09,Delivered
SO-500042,2025-04-25,SKU-1021,Led Desk Lamp,Bali & Nusa Tenggara,WH-JKT,25.0,409.19,309.85,Delivered
SO-500472,2025-09-21,SKU-1016,Foam Insert Sheet,Central Java,WH-JKT,215.0,99.51,74.43,Delivered
SO-500426,2025-05-30,SKU-1019,Cordless Drill 18V,Sulawesi,WH-MDN,129.0,372.99,245.59,Delivered
SO-500455,2025-04-04,SKU-1007,Rubber Compound,Kalimantan,WH-SMG,77.0,316.36,216.82,Delivered
SO-500594,2025-10-05,SKU-1021,Led Desk Lamp,Bali & Nusa Tenggara,WH-MDN,121.0,409.19,309.85,Delivered
SO-500489,2025-08-05,SKU-1007,Rubber Compound,Sumatra,WH-SBY,157.0,316.36,216.82,Delivered
SO-500518,2025-07-06,SKU-1028,Ball Bearing 6205,Central Java,WH-MDN,96.0,145.89,101.55,Delivered
SO-500056,2025-07-14,SKU-1040,Air Filter Cartridge,West Java,WH-SMG,258.0,207.59,115.38,Delivered
SO-500470,2025-01-31,SKU-1013,Pallet Wood Standard,East Java,WH-MKS,277.0,224.95,135.44,Delivered
SO-500147,2025-07-05,SKU-1014,Carton Tape 48Mm,Kalimantan,WH-JKT,193.0,218.82,149.71,Delivered
SO-500269,2025-10-21,SKU-1033,Gear Set Helical,Sumatra,WH-SMG,287.0,389.75,231.74,Delivered
SO-500238,2025-08-08,SKU-1017,Label Roll Thermal,Sulawesi,WH-JKT,185.0,291.85,190.85,Delivered
SO-500387,2025-09-26,SKU-1003,Cotton Yarn,Bali & Nusa Tenggara,WH-JKT,0.0,254.26,190.06,Cancelled
SO-500178,2025-03-22,SKU-1020,Office Chair Ergonomic,East Java,WH-SMG,171.0,64.64,37.3,Delivered
SO-500481,2025-06-25,SKU-1029,Hydraulic Pump Seal,West Java,WH-JKT,55.0,49.09,36.34,Delivered
SO-500060,2025-05-04,SKU-1045,Spare Fuse 10A,Kalimantan,WH-MDN,256.0,271.48,159.12,Delivered
SO-500141,2025-08-26,SKU-1038,Industrial Lubricant 20L,Kalimantan,WH-SMG,214.0,257.33,164.86,Delivered
SO-500248,2025-08-31,SKU-1032,Motor Bracket Assembly,West Java,WH-SMG,102.0,377.86,216.37,Delivered
SO-500341,2025-09-02,SKU-1008,Silicone Sealant Bulk,Sumatra,WH-SBY,196.0,145.32,89.78,Delivered
SO-500018,2025-05-01,SKU-1045,Spare Fuse 10A,Central Java,WH-SMG,106.0,271.48,159.12,Delivered
SO-500593,2025-10-16,SKU-1016,Foam Insert Sheet,Central Java,WH-JKT,54.0,99.51,74.43,Delivered
SO-500407,2025-04-29,SKU-1025,Air Purifier Hepa,East Java,WH-JKT,0.0,298.8,212.95,Cancelled
SO-500164,2025-08-09,SKU-1013,Pallet Wood Standard,Central Java,WH-MDN,216.0,224.95,135.44,Delivered
SO-500013,2025-12-13,SKU-1023,Bluetooth Speaker Mini,Sulawesi,WH-SBY,296.0,273.05,168.61,Delivered
SO-500620,2025-11-01,SKU-1029,Hydraulic Pump Seal,Central Java,WH-MDN,247.0,49.09,36.34,Delivered
SO-500061,2025-02-17,SKU-1001,Aluminum Sheet 3Mm,Central Java,WH-SMG,212.0,187.89,148.24,Delivered
SO-500130,2025-11-14,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SMG,75.0,174.97,99.81,Delivered
SO-500161,2025-02-03,SKU-1009,Timber Plank Oak,East Java,WH-SBY,285.0,244.78,182.69,Delivered
SO-500041,2025-08-29,SKU-1005,Polyethylene Pellets,Kalimantan,WH-JKT,281.0,282.47,182.84,Delivered
SO-500182,2025-02-28,SKU-1030,Circuit Board Rev C,Sumatra,WH-SMG,61.0,348.1,202.29,Delivered
SO-500044,2025-12-09,SKU-1028,Ball Bearing 6205,Sulawesi,WH-JKT,116.0,145.89,101.55,Delivered
SO-500212,2025-12-06,SKU-1035,Led Driver 12V,East Java,WH-SBY,0.0,24.69,15.71,Cancelled
SO-500104,2025-02-05,SKU-1008,Silicone Sealant Bulk,Bali & Nusa Tenggara,WH-SMG,217.0,145.32,89.78,Delivered
SO-500082,2025-10-29,SKU-1038,Industrial Lubricant 20L,Sumatra,WH-SBY,63.0,257.33,164.86,Delivered
SO-500493,2025-04-20,SKU-1043,Machine Coolant 5L,Sumatra,WH-SBY,231.0,39.5,30.18,Delivered
SO-500581,2025-02-07,SKU-1006,Stainless Steel Rod,Central Java,WH-SMG,197.0,63.49,49.28,Delivered
SO-500046,2025-06-09,SKU-1010,Corrugated Box Medium,Sulawesi,WH-JKT,18.0,294.1,171.63,Delivered
SO-500138,2025-03-05,SKU-1032,Motor Bracket Assembly,East Java,WH-MDN,139.0,377.86,216.37,Delivered
SO-500438,2025-09-23,SKU-1044,Conveyor Belt Roller,Sulawesi,WH-MKS,299.0,83.28,52.09,Delivered
SO-500484,2025-03-23,SKU-1018,Strapping Band Pp,West Java,WH-SMG,189.0,74.14,50.93,Delivered
SO-500160,2025-09-09,SKU-1006,Stainless Steel Rod,West Java,WH-MDN,46.0,63.49,49.28,Delivered
SO-500030,2025-12-28,SKU-1009,Timber Plank Oak,West Java,WH-SBY,217.0,244.78,182.69,Delivered
SO-500205,2025-11-06,SKU-1019,Cordless Drill 18V,Sulawesi,WH-MDN,0.0,372.99,245.59,Cancelled
SO-500469,2025-11-20,SKU-1037,Timing Belt 120T,Central Java,WH-MDN,76.0,54.43,31.29,Delivered
SO-500306,2025-10-24,SKU-1039,Safety Gloves Nitrile,Central Java,WH-MKS,31.0,89.25,67.51,Delivered
SO-500565,2025-06-15,SKU-1011,Corrugated Box Large,West Java,WH-JKT,80.0,92.93,68.03,Delivered
SO-500268,2025-04-13,SKU-1007,Rubber Compound,Central Java,WH-SBY,157.0,316.36,216.82,Delivered
SO-500631,2025-09-04,SKU-1006,Stainless Steel Rod,East Java,WH-JKT,146.0,63.49,49.28,Delivered
SO-500648,2025-02-15,SKU-1045,Spare Fuse 10A,Sulawesi,WH-SBY,227.0,271.48,159.12,Delivered
SO-500584,2025-06-19,SKU-1006,Stainless Steel Rod,Central Java,WH-SBY,214.0,63.49,49.28,Delivered
SO-500148,2025-07-03,SKU-1039,Safety Gloves Nitrile,Sumatra,WH-JKT,146.0,89.25,67.51,Delivered
SO-500059,2025-02-13,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SBY,213.0,174.97,99.81,Delivered
SO-500610,2025-01-11,SKU-1022,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-SMG,160.0,243.11,177.91,Delivered
SO-500420,2025-05-22,SKU-1025,Air Purifier Hepa,East Java,WH-MDN,252.0,298.8,212.95,Delivered
SO-500361,2025-11-03,SKU-1026,Wireless Mouse,Central Java,WH-JKT,27.0,331.23,196.98,Delivered
SO-500105,2025-05-17,SKU-1030,Circuit Board Rev C,East Java,WH-JKT,157.0,348.1,202.29,Delivered
SO-500638,2025-04-03,SKU-1033,Gear Set Helical,West Java,WH-SMG,246.0,389.75,231.74,Delivered
SO-500604,2025-08-01,SKU-1007,Rubber Compound,Central Java,WH-SBY,295.0,316.36,216.82,Delivered
SO-500435,2025-03-27,SKU-1021,Led Desk Lamp,West Java,WH-MKS,293.0,409.19,309.85,Returned
SO-500549,2025-03-30,SKU-1025,Air Purifier Hepa,Central Java,WH-SMG,100.0,298.8,212.95,Delivered
SO-500647,2025-04-18,SKU-1016,Foam Insert Sheet,Sulawesi,WH-SBY,86.0,99.51,74.43,Delivered
SO-500349,2025-06-07,SKU-1041,Cutting Tool Insert,Sumatra,WH-JKT,135.0,49.63,34.42,Delivered
SO-500348,2025-08-01,SKU-1030,Circuit Board Rev C,Sulawesi,WH-MDN,34.0,348.1,202.29,Delivered
SO-500092,2025-02-23,SKU-1040,Air Filter Cartridge,East Java,WH-SBY,215.0,207.59,115.38,Delivered
SO-500043,2025-04-13,SKU-1014,Carton Tape 48Mm,Sulawesi,WH-JKT,83.0,218.82,149.71,Delivered
SO-500321,2025-10-28,SKU-1037,Timing Belt 120T,Central Java,WH-SBY,30.0,54.43,31.29,Delivered
SO-500216,2025-07-05,SKU-1001,Aluminum Sheet 3Mm,Central Java,WH-SMG,114.0,187.89,148.24,Delivered
SO-500078,2025-12-05,SKU-1015,Poly Mailer Bag,Central Java,WH-JKT,127.0,223.93,170.55,Delivered
SO-500337,2025-06-18,SKU-1016,Foam Insert Sheet,Sulawesi,WH-SMG,298.0,99.51,74.43,Delivered
SO-500241,2025-08-29,SKU-1023,Bluetooth Speaker Mini,Kalimantan,WH-JKT,203.0,273.05,168.61,Returned
SO-500039,2025-07-14,SKU-1015,Poly Mailer Bag,Central Java,WH-SMG,237.0,223.93,170.55,Delivered
SO-500152,2025-04-30,SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-SMG,80.0,224.95,135.44,Delivered
SO-500288,2025-03-14,SKU-1014,Carton Tape 48Mm,West Java,WH-JKT,0.0,218.82,149.71,Cancelled
SO-500103,2025-07-16,SKU-1009,Timber Plank Oak,Sulawesi,WH-SBY,265.0,244.78,182.69,Delivered
SO-500177,2025-02-16,SKU-1001,Aluminum Sheet 3Mm,Central Java,WH-MKS,197.0,187.89,148.24,Delivered
SO-500298,2025-07-21,SKU-1006,Stainless Steel Rod,Bali & Nusa Tenggara,WH-SMG,178.0,63.49,49.28,Delivered
SO-500413,2025-06-07,SKU-1000,Steel Coil 2Mm,East Java,WH-MDN,103.0,10.82,7.72,Delivered
SO-500437,2025-02-24,SKU-1025,Air Purifier Hepa,West Java,WH-JKT,137.0,298.8,212.95,Delivered
SO-500102,2025-08-01,SKU-1016,Foam Insert Sheet,Sumatra,WH-MDN,129.0,99.51,74.43,Delivered
SO-500320,2025-05-19,SKU-1032,Motor Bracket Assembly,Kalimantan,WH-MKS,144.0,377.86,216.37,Delivered
SO-500227,2025-02-12,SKU-1017,Label Roll Thermal,East Java,WH-SBY,235.0,291.85,190.85,Delivered
SO-500196,2025-05-12,SKU-1009,Timber Plank Oak,Central Java,WH-SBY,83.0,244.78,182.69,Delivered
SO-500301,2025-08-22,SKU-1031,Lithium Battery Cell 18650,Sulawesi,WH-SBY,268.0,426.33,242.3,Delivered
SO-500133,2025-04-13,SKU-1011,Corrugated Box Large,Bali & Nusa Tenggara,WH-SBY,281.0,92.93,68.03,Delivered
SO-500447,2025-04-05,SKU-1038,Industrial Lubricant 20L,Kalimantan,WH-SBY,226.0,257.33,164.86,Delivered
SO-500296,2025-04-10,SKU-1033,Gear Set Helical,Sulawesi,WH-SMG,152.0,389.75,231.74,Delivered
SO-500492,2025-01-05,SKU-1034,Pressure Valve 1/2In,Kalimantan,WH-MKS,89.0,56.49,39.97,Delivered
SO-500601,2025-06-13,SKU-1015,Poly Mailer Bag,West Java,WH-JKT,203.0,223.93,170.55,Delivered
SO-500380,2025-04-15,SKU-1019,Cordless Drill 18V,East Java,WH-SMG,216.0,372.99,245.59,Delivered
SO-500290,2025-06-10,SKU-1034,Pressure Valve 1/2In,Bali & Nusa Tenggara,WH-SBY,86.0,56.49,39.97,Delivered
SO-500108,2025-04-07,SKU-1019,Cordless Drill 18V,Sulawesi,WH-SBY,201.0,372.99,245.59,Delivered
SO-500267,2025-12-31,SKU-1010,Corrugated Box Medium,Bali & Nusa Tenggara,WH-SBY,190.0,294.1,171.63,Delivered
SO-500053,2025-05-19,SKU-1039,Safety Gloves Nitrile,Bali & Nusa Tenggara,WH-MKS,280.0,89.25,67.51,Delivered
SO-500246,2025-08-23,SKU-1004,Copper Wire Roll,East Java,WH-JKT,108.0,39.25,26.9,Delivered
SO-500629,2025-07-23,SKU-1037,Timing Belt 120T,West Java,WH-MKS,8.0,54.43,31.29,Delivered
SO-500334,2025-07-27,SKU-1038,Industrial Lubricant 20L,Sulawesi,WH-MDN,172.0,257.33,164.86,Delivered
SO-500010,2025-06-19,SKU-1040,Air Filter Cartridge,East Java,WH-MKS,68.0,207.59,115.38,Delivered
SO-500272,2025-02-07,SKU-1039,Safety Gloves Nitrile,Sumatra,WH-MDN,269.0,89.25,67.51,Delivered
SO-500446,2025-10-14,SKU-1020,Office Chair Ergonomic,Sumatra,WH-MDN,123.0,64.64,37.3,Delivered
SO-500038,2025-11-26,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,241.0,282.47,182.84,Delivered
SO-500527,2025-01-13,SKU-1024,Electric Kettle 1.7L,Sulawesi,WH-SBY,182.0,67.61,42.33,Delivered
SO-500632,2025-05-14,SKU-1016,Foam Insert Sheet,Central Java,WH-SMG,81.0,99.51,74.43,Delivered
SO-500122,2025-05-11,SKU-1038,Industrial Lubricant 20L,East Java,WH-MDN,9.0,257.33,164.86,Delivered
SO-500605,2025-02-21,SKU-1045,Spare Fuse 10A,Sulawesi,WH-JKT,56.0,271.48,159.12,Delivered
SO-500137,2025-07-07,SKU-1033,Gear Set Helical,Bali & Nusa Tenggara,WH-JKT,207.0,389.75,231.74,Delivered
SO-500331,2025-09-16,SKU-1008,Silicone Sealant Bulk,East Java,WH-MDN,103.0,145.32,89.78,Delivered
SO-500231,2025-11-29,SKU-1006,Stainless Steel Rod,Bali & Nusa Tenggara,WH-SMG,79.0,63.49,49.28,Delivered
SO-500073,2025-10-23,SKU-1004,Copper Wire Roll,Central Java,WH-JKT,81.0,39.25,26.9,Delivered
SO-500285,2025-03-15,SKU-1036,Rubber Gasket Set,Bali & Nusa Tenggara,WH-SMG,168.0,28.95,21.41,Delivered
SO-500422,2025-08-23,SKU-1012,Shrink Wrap Film,Central Java,WH-JKT,160.0,174.97,99.81,Delivered
SO-500497,2025-01-14,SKU-1042,Hydraulic Oil Iso 46,Central Java,WH-SMG,159.0,170.97,110.39,Delivered
SO-500534,2025-05-02,SKU-1008,Silicone Sealant Bulk,East Java,WH-SMG,166.0,145.32,89.78,Delivered
SO-500297,2025-08-19,SKU-1030,Circuit Board Rev C,East Java,WH-MKS,65.0,348.1,202.29,Delivered
SO-500391,2025-01-04,SKU-1001,Aluminum Sheet 3Mm,Sulawesi,WH-MKS,215.0,187.89,148.24,Delivered
SO-500094,2025-06-11,SKU-1005,Polyethylene Pellets,East Java,WH-SMG,0.0,282.47,182.84,Cancelled
SO-500523,2025-06-17,SKU-1018,Strapping Band Pp,Sulawesi,WH-JKT,238.0,74.14,50.93,Delivered
SO-500311,2025-04-17,SKU-1031,Lithium Battery Cell 18650,East Java,WH-MKS,249.0,426.33,242.3,Delivered
SO-500429,2025-08-13,SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-SMG,40.0,224.95,135.44,Delivered
